userID,password,grp
1652461,student,student
1652462,student,student
1652463,student,student
1652464,student,student
1652465,student,student
1652466,student,student
1652467,student,student
1652468,student,student
1652469,student,student
1652470,student,student
1652471,student,student
1652472,student,student
1652473,student,student
1652474,student,student
1652475,student,student
1652476,student,student
1652477,student,student
1652478,student,student
1652479,student,student
1652480,student,student
1652481,student,student
1652482,student,student
1652483,student,student
1652484,student,student
1652485,student,student
1652486,student,student
1652487,student,student
1652488,student,student
1652489,student,student
1652490,student,student
1652491,student,student
1652492,student,student
1652493,student,student
1652494,student,student
1652495,student,student
1652496,student,student
1652497,student,student
1652498,student,student
1652511,student,student
1652512,student,student
1652513,student,student
1652514,student,student
1652515,student,student
1652516,student,student
1652517,student,student
1652518,student,student
1652519,student,student
1652520,student,student
1652521,student,student
1652522,student,student
1652523,student,student
1652524,student,student
1652525,student,student
1652526,student,student
1652527,student,student
1652528,student,student
1652529,student,student
1652530,student,student
1652531,student,student
1652532,student,student
1652533,student,student
1652534,student,student
1652535,student,student
1652536,student,student
1652537,student,student
1652538,student,student
1652539,student,student
1652540,student,student
1652541,student,student
1652542,student,student
1652543,student,student
1652544,student,student
1652545,student,student
1652546,student,student
1652547,student,student
1652548,student,student
1652549,student,student
1652550,student,student
1652551,student,student
1652552,student,student
1652553,student,student
1652554,student,student
1652555,student,student
1652556,student,student
1652557,student,student
1652558,student,student
1652559,student,student
1652560,student,student
1652561,student,student
1652562,student,student
1652563,student,student
1652564,student,student
1652565,student,student
1652566,student,student
1652567,student,student
1652568,student,student
1652569,student,student
1652570,student,student
1652571,student,student
1652572,student,student
1652573,student,student
1652574,student,student
1652575,student,student
1652576,student,student
1652577,student,student
1652578,student,student
1652579,student,student
1652580,student,student
1652581,student,student
1652582,student,student
1652583,student,student
1652584,student,student
1652585,student,student
1652586,student,student
1652587,student,student
1652588,student,student
1652589,student,student
1652590,student,student
1652591,student,student
1652592,student,student
1652593,student,student
1652594,student,student
1652595,student,student
1652596,student,student
1652597,student,student
1652598,student,student
1823001,student,student
1823002,student,student
1823003,student,student
1823004,student,student
1823005,student,student
1823006,student,student
1823007,student,student
1823008,student,student
1823009,student,student
1823010,student,student
1823011,student,student
1823012,student,student
1823013,student,student
1823014,student,student
1823015,student,student
1823016,student,student
1823017,student,student
1823018,student,student
1823019,student,student
1823020,student,student
1823021,student,student
1823022,student,student
1823023,student,student
1823024,student,student
1823025,student,student
1823026,student,student
1823027,student,student
1823028,student,student
1823029,student,student
1823030,student,student
1823031,student,student
1823032,student,student
1823033,student,student
1823034,student,student
1823035,student,student
1823036,student,student
1823037,student,student
1823038,student,student
1823039,student,student
1823040,student,student
1823041,student,student
1823042,student,student
1823043,student,student
1823044,student,student
1823045,student,student
1823046,student,student
1823047,student,student
1823048,student,student
1823049,student,student
1823050,student,student
1823051,student,student
1823052,student,student
1823053,student,student
1823054,student,student
1823055,student,student
1823056,student,student
1823057,student,student
1823058,student,student
1823059,student,student
1823060,student,student
1823061,student,student
1823062,student,student
1823063,student,student
1823064,student,student
1823065,student,student
1823066,student,student
1823067,student,student
1823068,student,student
1823069,student,student
1823070,student,student
1823071,student,student
1823072,student,student
1823073,student,student
1823074,student,student
1823075,student,student
1823076,student,student
1823077,student,student
1823078,student,student
1823079,student,student
1823080,student,student
1823081,student,student
1823082,student,student
1823083,student,student
1823084,student,student
1823085,student,student
1823086,student,student
1823087,student,student
1823088,student,student
1823101,student,student
1823102,student,student
1823103,student,student
1823104,student,student
1823105,student,student
1823106,student,student
1823107,student,student
1823108,student,student
1823109,student,student
1823110,student,student
1823111,student,student
1823112,student,student
1823113,student,student
1823114,student,student
1823115,student,student
1823116,student,student
1823117,student,student
1823118,student,student
1823119,student,student
1823120,student,student
1823121,student,student
1823122,student,student
1823123,student,student
1823124,student,student
1823125,student,student
1823126,student,student
1823127,student,student
1823128,student,student
1823129,student,student
1823130,student,student
1823131,student,student
1823132,student,student
1823133,student,student
1823134,student,student
1823135,student,student
1823136,student,student
1823137,student,student
1823138,student,student
1823139,student,student
1823140,student,student
1823141,student,student
1823142,student,student
1823143,student,student
1823144,student,student
1823145,student,student
1823146,student,student
1823147,student,student
1823148,student,student
1823149,student,student
1823150,student,student
1823151,student,student
1823152,student,student
1823153,student,student
1823154,student,student
1823155,student,student
1823156,student,student
1823157,student,student
1823158,student,student
1823159,student,student
1823160,student,student
1823161,student,student
1823162,student,student
1823163,student,student
1823164,student,student
1823165,student,student
1823166,student,student
1823167,student,student
1823168,student,student
1823169,student,student
1823170,student,student
1823171,student,student
1823172,student,student
1823173,student,student
1823174,student,student
1823175,student,student
1823176,student,student
1823177,student,student
1823178,student,student
1823179,student,student
1823180,student,student
1823181,student,student
1823182,student,student
1823183,student,student
1823184,student,student
1823185,student,student
1823186,student,student
1823187,student,student
1823188,student,student
1823201,student,student
1823202,student,student
1823203,student,student
1823204,student,student
1823205,student,student
1823206,student,student
1823207,student,student
1823208,student,student
1823209,student,student
1823210,student,student
1823211,student,student
1823212,student,student
1823213,student,student
1823214,student,student
1823215,student,student
1823216,student,student
1823217,student,student
1823218,student,student
1823219,student,student
1823220,student,student
1823221,student,student
1823222,student,student
1823223,student,student
1823224,student,student
1823225,student,student
1823226,student,student
1823227,student,student
1823228,student,student
1823229,student,student
1823230,student,student
1823231,student,student
1823232,student,student
1823233,student,student
1823234,student,student
1823235,student,student
1823236,student,student
1823237,student,student
1823238,student,student
1823239,student,student
1823240,student,student
1823241,student,student
1823242,student,student
1823243,student,student
1823244,student,student
1823245,student,student
1823246,student,student
1823247,student,student
1823248,student,student
1823249,student,student
1823250,student,student
1823251,student,student
1823252,student,student
1823253,student,student
1823254,student,student
1823255,student,student
1823256,student,student
1823257,student,student
1823258,student,student
1823259,student,student
1823260,student,student
1823261,student,student
1823262,student,student
1823263,student,student
1823264,student,student
1823265,student,student
1823266,student,student
1823267,student,student
1823268,student,student
1823269,student,student
1823270,student,student
1823271,student,student
1823272,student,student
1823273,student,student
1823274,student,student
1823275,student,student
1823276,student,student
1823277,student,student
1823278,student,student
1823279,student,student
1823280,student,student
1823281,student,student
1823282,student,student
1823283,student,student
1823284,student,student
1823285,student,student
1823286,student,student
1823287,student,student
1823288,student,student
1925311,student,student
1925312,student,student
1925313,student,student
1925314,student,student
1925315,student,student
1925316,student,student
1925317,student,student
1925318,student,student
1925319,student,student
1925320,student,student
1925321,student,student
1925322,student,student
1925323,student,student
1925324,student,student
1925325,student,student
1925326,student,student
1925327,student,student
1925328,student,student
1925329,student,student
1925330,student,student
1925331,student,student
1925332,student,student
1925333,student,student
1925334,student,student
1925335,student,student
1925336,student,student
1925337,student,student
1925338,student,student
1925339,student,student
1925340,student,student
1925341,student,student
1925342,student,student
1925343,student,student
1925344,student,student
1925345,student,student
1925346,student,student
1925347,student,student
1925348,student,student
1925349,student,student
1925350,student,student
1925351,student,student
1925352,student,student
1925353,student,student
1925354,student,student
1925355,student,student
1925356,student,student
1925357,student,student
1925358,student,student
1925359,student,student
1925360,student,student
1925361,student,student
1925362,student,student
1925363,student,student
1925364,student,student
1925365,student,student
1925366,student,student
1925367,student,student
1925368,student,student
1925369,student,student
1925370,student,student
1925371,student,student
1925372,student,student
1925373,student,student
1925374,student,student
1925375,student,student
1925376,student,student
1925377,student,student
1925378,student,student
1925379,student,student
1925380,student,student
1925381,student,student
1925382,student,student
1925383,student,student
1925384,student,student
1925385,student,student
1925386,student,student
1925387,student,student
1925388,student,student
1925389,student,student
1925390,student,student
1925391,student,student
1925392,student,student
1925393,student,student
1925394,student,student
1925395,student,student
1925396,student,student
1925397,student,student
1925398,student,student
1925411,student,student
1925412,student,student
1925413,student,student
1925414,student,student
1925415,student,student
1925416,student,student
1925417,student,student
1925418,student,student
1925419,student,student
1925420,student,student
1925421,student,student
1925422,student,student
1925423,student,student
1925424,student,student
1925425,student,student
1925426,student,student
1925427,student,student
1925428,student,student
1925429,student,student
1925430,student,student
1925431,student,student
1925432,student,student
1925433,student,student
1925434,student,student
1925435,student,student
1925436,student,student
1925437,student,student
1925438,student,student
1925439,student,student
1925440,student,student
1925441,student,student
1925442,student,student
1925443,student,student
1925444,student,student
1925445,student,student
1925446,student,student
1925447,student,student
1925448,student,student
1925449,student,student
1925450,student,student
1925451,student,student
1925452,student,student
1925453,student,student
1925454,student,student
1925455,student,student
1925456,student,student
1925457,student,student
1925458,student,student
1925459,student,student
1925460,student,student
1925461,student,student
1925462,student,student
1925463,student,student
1925464,student,student
1925465,student,student
1925466,student,student
1925467,student,student
1925468,student,student
1925469,student,student
1925470,student,student
1925471,student,student
1925472,student,student
1925473,student,student
1925474,student,student
1925475,student,student
1925476,student,student
1925477,student,student
1925478,student,student
1925479,student,student
1925480,student,student
1925481,student,student
1925482,student,student
1925483,student,student
1925484,student,student
1925485,student,student
1925486,student,student
1925487,student,student
1925488,student,student
1925489,student,student
1925490,student,student
1925491,student,student
1925492,student,student
1925493,student,student
1925494,student,student
1925495,student,student
1925496,student,student
1925497,student,student
1925498,student,student
1925511,student,student
1925512,student,student
1925513,student,student
1925514,student,student
1925515,student,student
1925516,student,student
1925517,student,student
1925518,student,student
1925519,student,student
1925520,student,student
1925521,student,student
1925522,student,student
1925523,student,student
1925524,student,student
1925525,student,student
1925526,student,student
1925527,student,student
1925528,student,student
1925529,student,student
1925530,student,student
1925531,student,student
1925532,student,student
1925533,student,student
1925534,student,student
1925535,student,student
1925536,student,student
1925537,student,student
1925538,student,student
1925539,student,student
1925540,student,student
1925541,student,student
1925542,student,student
1925543,student,student
1925544,student,student
1925545,student,student
1925546,student,student
1925547,student,student
1925548,student,student
1925549,student,student
1925550,student,student
1925551,student,student
1925552,student,student
1925553,student,student
1925554,student,student
1925555,student,student
1925556,student,student
1925557,student,student
1925558,student,student
1925559,student,student
1925560,student,student
1925561,student,student
1925562,student,student
1925563,student,student
1925564,student,student
1925565,student,student
1925566,student,student
1925567,student,student
1925568,student,student
1925569,student,student
1925570,student,student
1925571,student,student
1925572,student,student
1925573,student,student
1925574,student,student
1925575,student,student
1925576,student,student
1925577,student,student
1925578,student,student
1925579,student,student
1925580,student,student
1925581,student,student
1925582,student,student
1925583,student,student
1925584,student,student
1925585,student,student
1925586,student,student
1925587,student,student
1925588,student,student
1925589,student,student
1925590,student,student
1925591,student,student
1925592,student,student
1925593,student,student
1925594,student,student
1925595,student,student
1925596,student,student
1925597,student,student
1925598,student,student
2020311,student,student
2020312,student,student
2020313,student,student
2020314,student,student
2020315,student,student
2020316,student,student
2020317,student,student
2020318,student,student
2020319,student,student
2020320,student,student
2020321,student,student
2020322,student,student
2020323,student,student
2020324,student,student
2020325,student,student
2020326,student,student
2020327,student,student
2020328,student,student
2020329,student,student
2020330,student,student
2020331,student,student
2020332,student,student
2020333,student,student
2020334,student,student
2020335,student,student
2020336,student,student
2020337,student,student
2020338,student,student
2020339,student,student
2020340,student,student
2020341,student,student
2020342,student,student
2020343,student,student
2020344,student,student
2020345,student,student
2020346,student,student
2020347,student,student
2020348,student,student
2020349,student,student
2020350,student,student
2020351,student,student
2020352,student,student
2020353,student,student
2020354,student,student
2020355,student,student
2020356,student,student
2020357,student,student
2020358,student,student
2020359,student,student
2020360,student,student
2020361,student,student
2020362,student,student
2020363,student,student
2020364,student,student
2020365,student,student
2020366,student,student
2020367,student,student
2020368,student,student
2020369,student,student
2020370,student,student
2020371,student,student
2020372,student,student
2020373,student,student
2020374,student,student
2020375,student,student
2020376,student,student
2020377,student,student
2020378,student,student
2020379,student,student
2020380,student,student
2020381,student,student
2020382,student,student
2020383,student,student
2020384,student,student
2020385,student,student
2020386,student,student
2020387,student,student
2020388,student,student
2020389,student,student
2020390,student,student
2020391,student,student
2020392,student,student
2020393,student,student
2020394,student,student
2020395,student,student
2020396,student,student
2020397,student,student
2020398,student,student
2020411,student,student
2020412,student,student
2020413,student,student
2020414,student,student
2020415,student,student
2020416,student,student
2020417,student,student
2020418,student,student
2020419,student,student
2020420,student,student
2020421,student,student
2020422,student,student
2020423,student,student
2020424,student,student
2020425,student,student
2020426,student,student
2020427,student,student
2020428,student,student
2020429,student,student
2020430,student,student
2020431,student,student
2020432,student,student
2020433,student,student
2020434,student,student
2020435,student,student
2020436,student,student
2020437,student,student
2020438,student,student
2020439,student,student
2020440,student,student
2020441,student,student
2020442,student,student
2020443,student,student
2020444,student,student
2020445,student,student
2020446,student,student
2020447,student,student
2020448,student,student
2020449,student,student
2020450,student,student
2020451,student,student
2020452,student,student
2020453,student,student
2020454,student,student
2020455,student,student
2020456,student,student
2020457,student,student
2020458,student,student
2020459,student,student
2020460,student,student
2020461,student,student
2020462,student,student
2020463,student,student
2020464,student,student
2020465,student,student
2020466,student,student
2020467,student,student
2020468,student,student
2020469,student,student
2020470,student,student
2020471,student,student
2020472,student,student
2020473,student,student
2020474,student,student
2020475,student,student
2020476,student,student
2020477,student,student
2020478,student,student
2020479,student,student
2020480,student,student
2020481,student,student
2020482,student,student
2020483,student,student
2020484,student,student
2020485,student,student
2020486,student,student
2020487,student,student
2020488,student,student
2020489,student,student
2020490,student,student
2020491,student,student
2020492,student,student
2020493,student,student
2020494,student,student
2020495,student,student
2020496,student,student
2020497,student,student
2020498,student,student
2020511,student,student
2020512,student,student
2020513,student,student
2020514,student,student
2020515,student,student
2020516,student,student
2020517,student,student
2020518,student,student
2020519,student,student
2020520,student,student
2020521,student,student
2020522,student,student
2020523,student,student
2020524,student,student
2020525,student,student
2020526,student,student
2020527,student,student
2020528,student,student
2020529,student,student
2020530,student,student
2020531,student,student
2020532,student,student
2020533,student,student
2020534,student,student
2020535,student,student
2020536,student,student
2020537,student,student
2020538,student,student
2020539,student,student
2020540,student,student
2020541,student,student
2020542,student,student
2020543,student,student
2020544,student,student
2020545,student,student
2020546,student,student
2020547,student,student
2020548,student,student
2020549,student,student
2020550,student,student
2020551,student,student
2020552,student,student
2020553,student,student
2020554,student,student
2020555,student,student
2020556,student,student
2020557,student,student
2020558,student,student
2020559,student,student
2020560,student,student
2020561,student,student
2020562,student,student
2020563,student,student
2020564,student,student
2020565,student,student
2020566,student,student
2020567,student,student
2020568,student,student
2020569,student,student
2020570,student,student
2020571,student,student
2020572,student,student
2020573,student,student
2020574,student,student
2020575,student,student
2020576,student,student
2020577,student,student
2020578,student,student
2020579,student,student
2020580,student,student
2020581,student,student
2020582,student,student
2020583,student,student
2020584,student,student
2020585,student,student
2020586,student,student
2020587,student,student
2020588,student,student
2020589,student,student
2020590,student,student
2020591,student,student
2020592,student,student
2020593,student,student
2020594,student,student
2020595,student,student
2020596,student,student
2020597,student,student
2020598,student,student
2021311,student,student
2021312,student,student
2021313,student,student
2021314,student,student
2021315,student,student
2021316,student,student
2021317,student,student
2021318,student,student
2021319,student,student
2021320,student,student
2021321,student,student
2021322,student,student
2021323,student,student
2021324,student,student
2021325,student,student
2021326,student,student
2021327,student,student
2021328,student,student
2021329,student,student
2021330,student,student
2021331,student,student
2021332,student,student
2021333,student,student
2021334,student,student
2021335,student,student
2021336,student,student
2021337,student,student
2021338,student,student
2021339,student,student
2021340,student,student
2021341,student,student
2021342,student,student
2021343,student,student
2021344,student,student
2021345,student,student
2021346,student,student
2021347,student,student
2021348,student,student
2021349,student,student
2021350,student,student
2021351,student,student
2021352,student,student
2021353,student,student
2021354,student,student
2021355,student,student
2021356,student,student
2021357,student,student
2021358,student,student
2021359,student,student
2021360,student,student
2021361,student,student
2021362,student,student
2021363,student,student
2021364,student,student
2021365,student,student
2021366,student,student
2021367,student,student
2021368,student,student
2021369,student,student
2021370,student,student
2021371,student,student
2021372,student,student
2021373,student,student
2021374,student,student
2021375,student,student
2021376,student,student
2021377,student,student
2021378,student,student
2021379,student,student
2021380,student,student
2021381,student,student
2021382,student,student
2021383,student,student
2021384,student,student
2021385,student,student
2021386,student,student
2021387,student,student
2021388,student,student
2021389,student,student
2021390,student,student
2021391,student,student
2021392,student,student
2021393,student,student
2021394,student,student
2021395,student,student
2021396,student,student
2021397,student,student
2021398,student,student
2021411,student,student
2021412,student,student
2021413,student,student
2021414,student,student
2021415,student,student
2021416,student,student
2021417,student,student
2021418,student,student
2021419,student,student
2021420,student,student
2021421,student,student
2021422,student,student
2021423,student,student
2021424,student,student
2021425,student,student
2021426,student,student
2021427,student,student
2021428,student,student
2021429,student,student
2021430,student,student
2021431,student,student
2021432,student,student
2021433,student,student
2021434,student,student
2021435,student,student
2021436,student,student
2021437,student,student
2021438,student,student
2021439,student,student
2021440,student,student
2021441,student,student
2021442,student,student
2021443,student,student
2021444,student,student
2021445,student,student
2021446,student,student
2021447,student,student
2021448,student,student
2021449,student,student
2021450,student,student
2021451,student,student
2021452,student,student
2021453,student,student
2021454,student,student
2021455,student,student
2021456,student,student
2021457,student,student
2021458,student,student
2021459,student,student
2021460,student,student
2021461,student,student
2021462,student,student
2021463,student,student
2021464,student,student
2021465,student,student
2021466,student,student
2021467,student,student
2021468,student,student
2021469,student,student
2021470,student,student
2021471,student,student
2021472,student,student
2021473,student,student
2021474,student,student
2021475,student,student
2021476,student,student
2021477,student,student
2021478,student,student
2021479,student,student
2021480,student,student
2021481,student,student
2021482,student,student
2021483,student,student
2021484,student,student
2021485,student,student
2021486,student,student
2021487,student,student
2021488,student,student
2021489,student,student
2021490,student,student
2021491,student,student
2021492,student,student
2021493,student,student
2021494,student,student
2021495,student,student
2021496,student,student
2021497,student,student
2021498,student,student
2021511,student,student
2021512,student,student
2021513,student,student
2021514,student,student
2021515,student,student
2021516,student,student
2021517,student,student
2021518,student,student
2021519,student,student
2021520,student,student
2021521,student,student
2021522,student,student
2021523,student,student
2021524,student,student
2021525,student,student
2021526,student,student
2021527,student,student
2021528,student,student
2021529,student,student
2021530,student,student
2021531,student,student
2021532,student,student
2021533,student,student
2021534,student,student
2021535,student,student
2021536,student,student
2021537,student,student
2021538,student,student
2021539,student,student
2021540,student,student
2021541,student,student
2021542,student,student
2021543,student,student
2021544,student,student
2021545,student,student
2021546,student,student
2021547,student,student
2021548,student,student
2021549,student,student
2021550,student,student
2021551,student,student
2021552,student,student
2021553,student,student
2021554,student,student
2021555,student,student
2021556,student,student
2021557,student,student
2021558,student,student
2021559,student,student
2021560,student,student
2021561,student,student
2021562,student,student
2021563,student,student
2021564,student,student
2021565,student,student
2021566,student,student
2021567,student,student
2021568,student,student
2021569,student,student
2021570,student,student
2021571,student,student
2021572,student,student
2021573,student,student
2021574,student,student
2021575,student,student
2021576,student,student
2021577,student,student
2021578,student,student
2021579,student,student
2021580,student,student
2021581,student,student
2021582,student,student
2021583,student,student
2021584,student,student
2021585,student,student
2021586,student,student
2021587,student,student
2021588,student,student
2021589,student,student
2021590,student,student
2021591,student,student
2021592,student,student
2021593,student,student
2021594,student,student
2021595,student,student
2021596,student,student
2021597,student,student
2021598,student,student
1111111,student,student
4101,faculty,faculty
4102,faculty,faculty
4103,faculty,faculty
4104,faculty,faculty
4105,faculty,faculty
4106,faculty,faculty
4107,faculty,faculty
4108,faculty,faculty
4109,faculty,faculty
4110,faculty,faculty
4111,faculty,faculty
4112,faculty,faculty
4113,faculty,faculty
4114,faculty,faculty
4115,faculty,faculty
4201,faculty,faculty
4202,faculty,faculty
4203,faculty,faculty
4204,faculty,faculty
4205,faculty,faculty
4206,faculty,faculty
4207,faculty,faculty
4208,faculty,faculty
4209,faculty,faculty
4301,faculty,faculty
4302,faculty,faculty
4303,faculty,faculty
4304,faculty,faculty
4305,faculty,faculty
4306,faculty,faculty
4307,faculty,faculty
4308,faculty,faculty
4309,faculty,faculty
4401,faculty,faculty
4402,faculty,faculty
4403,faculty,faculty
4404,faculty,faculty
4405,faculty,faculty
4406,faculty,faculty
4501,faculty,faculty
4502,faculty,faculty
4503,faculty,faculty
4504,faculty,faculty
4505,faculty,faculty
4506,faculty,faculty
4601,faculty,faculty
4602,faculty,faculty
4603,faculty,faculty
4604,faculty,faculty
4605,faculty,faculty
4606,faculty,faculty
